ACN,Local Time Of Day,Light,Flight Phase,Make Model Name,Weather Elements / Visibility,Locale Reference
2130639,1201-1800,Daylight,Initial Approach,Commercial Fixed Wing,,KTN.Airport
2130823,0601-1200,,Taxi,B737 Undifferentiated or Other Model,,ZZZ.Airport
2132113,1201-1800,Daylight,Descent,Small Aircraft; High Wing; 1 Eng; Fixed Gear,10,MEV.Airport
2132296,,,Cruise,B737 Undifferentiated or Other Model,,ZZZ2.Airport
2132465,1201-1800,Daylight,Initial Climb,EMB ERJ 170/175 ER/LR,,ORD.Airport
2133855,,,Parked,B737 Undifferentiated or Other Model,,ZZZ.Airport
2134026,1801-2400,,Taxi,A320,,ZZZ.Airport
2134114,,,Taxi,B757-200,,
2135816,1201-1800,,Initial Approach,A320,,ZZZ.Airport
2136435,1201-1800,Daylight,Landing,Skylane 182/RG Turbo Skylane/RG,10,
2136566,,,Taxi,Commercial Fixed Wing,,EIDW.Airport
2137282,1201-1800,Daylight,Takeoff / Launch,Cessna 150,,ZZZ.Airport
2137570,,,Parked,Commercial Fixed Wing,,
2138274,1201-1800,,Taxi,EMB-505 / Phenom 300,,ZZZ.Tower
2138628,1801-2400,,Taxi,B777-200,,
2138839,,,Parked,A321,,ZZZ.Airport
2141992,1801-2400,Night,Taxi,Commercial Fixed Wing,,ORD.Airport
2142506,1201-1800,Daylight,Landing,Skyhawk 172/Cutlass 172,,ZZZ.Airport
2142546,0601-1200,Daylight,Taxi,Small Aircraft; Low Wing; 1 Eng; Fixed Gear,,APA.Airport
2142609,,,Parked,B737 Undifferentiated or Other Model,,ZZZ.Airport
2143327,1201-1800,,Taxi,EMB ERJ 170/175 ER/LR,,ZZZ.Airport
2143404,,,Parked,B737-700,,
2143576,1801-2400,,Landing,B747-400,,ZZZ.Airport
2143775,0601-1200,,Parked,B737 Undifferentiated or Other Model,,ZZZ.Airport
2143867,,,Parked,Commercial Fixed Wing,,ZZZ.Airport
2144764,,,Final Approach,Commercial Fixed Wing,,CYUL.Airport
2144768,,,Parked,Commercial Fixed Wing,,
2146069,1801-2400,,Taxi,Small Aircraft,,IAG.Airport
2147231,,,Taxi,B737 MAX 8,,
2147981,,Daylight,Taxi,Caravan 208A,,ZZZ.Airport
2148415,0601-1200,Daylight,Descent,J3 Cub,10,ZZZ.Airport
2148648,1801-2400,,Climb; Initial Climb,A321,,ZZZ.ARTCC
2148895,0601-1200,Daylight,Parked,Caravan 208B,10,ZZZ.Airport
2151342,0601-1200,,Initial Approach,Commercial Fixed Wing,,DCA.Airport
2152181,0601-1200,,Landing,Commercial Fixed Wing,,ZZZ.Airport
2152559,1201-1800,Daylight,Parked,EMB ERJ 170/175 ER/LR,,ZZZ.Airport
2152834,1201-1800,,Parked,B737 Undifferentiated or Other Model,,
2153265,,,Taxi,Commercial Fixed Wing,,SAN.Airport
2153575,1201-1800,Daylight,Initial Approach,Small Aircraft; High Wing; 1 Eng; Fixed Gear,,2R2.Airport
2155271,0601-1200,,Parked,Citation Latitude (C680A),,HOU.Airport
2155893,1201-1800,Daylight,Takeoff / Launch,PA-44 Seminole/Turbo Seminole,,ZZZ.Airport
2157584,0601-1200,Daylight,Cruise; Landing; Takeoff / Launch,DJI Mini 3 Pro,10,ZZZ.Airport
2158046,,,Climb,Large Transport; Low Wing; 2 Turbojet Eng,,ATL.Airport
2160174,1801-2400,Night,Taxi,B737 Next Generation Undifferentiated,,ZZZ.Airport
2160456,0601-1200,,Parked,B767-300 and 300 ER,,ZZZ.Airport
2161160,,,Parked,Commercial Fixed Wing,,ZZZ.Airport
2163666,1801-2400,Dusk,Descent,Small Aircraft; High Wing; 1 Eng; Fixed Gear,10,VPMOR
2165945,0001-0600,,Parked,Any Unknown or Unlisted Aircraft Manufacturer,,PKMJ.Airport
2166534,0601-1200,Daylight,Initial Climb,Skyhawk 172/Cutlass 172,High density altitude,ZZZ.Airport
2166643,,,Taxi,Commercial Fixed Wing,,
2168560,0001-0600,,Parked,A319,,ZZZ.Airport
2169082,,,Taxi,B737 Undifferentiated or Other Model,,
2170948,1801-2400,,Taxi,Regional Jet 900 (CRJ900),,ZZZ.Airport
2171375,0601-1200,,Taxi,B777-200,Wind,ZZZ.Airport
2171597,,,Parked,B737 Undifferentiated or Other Model,,
2171973,1801-2400,,Final Approach,EMB ERJ 145 ER/LR,,ZZZ.Airport
2172211,1801-2400,,Parked,S-64 Skycrane,Haze / Smoke; Turbulence,
2172948,1201-1800,Daylight,Landing,Sport 19,10,ZZZ.Airport
2172960,0601-1200,Daylight,Descent,PC-12,10,ZZZ.TRACON
2174866,,,Cruise,B737 Undifferentiated or Other Model,,ZZZ.ARTCC
2175044,0601-1200,,Initial Approach,Regional Jet 900 (CRJ900),,ZZZ.TRACON
2175476,1201-1800,Daylight,Parked,SR22,,ZZZ.Airport
2175800,1201-1800,,Taxi,A319,,
2176062,,,Taxi,B737 Undifferentiated or Other Model,,ZZZ.Airport
2176698,0601-1200,Daylight,Final Approach,Skyhawk 172/Cutlass 172,,ZZZ.Airport
2180041,1201-1800,,Climb,A320,,ZZZ.TRACON
2181136,,,Taxi,B737 Undifferentiated or Other Model,,ZZZ.Airport
2181203,,,Taxi,Commercial Fixed Wing,,
2181396,1801-2400,Night,Cruise,Skyhawk 172/Cutlass 172,,ZZZ.TRACON
2181520,,,Taxi,Commercial Fixed Wing,,ZZZ.Airport
2181772,1801-2400,Night,Initial Climb,Small Transport; Low Wing; 2 Turbojet Eng,10,GPI.Airport
2182306,1801-2400,,Parked,Commercial Fixed Wing,,
2183804,,Daylight,Initial Climb,Small Aircraft,10,SQL.Airport
2183816,1201-1800,Daylight,Initial Climb,Sail Plane,10,ZZZ.Airport
2184523,1801-2400,,Cruise,Commercial Fixed Wing,Thunderstorm,RCAA.ARTCC
2184816,,,Climb; Taxi,B737 Undifferentiated or Other Model,,ZZZ.Airport
2185371,,,Parked,Commercial Fixed Wing,,
2185420,1801-2400,Night,Taxi,Commercial Fixed Wing,,SBP.Airport
2185904,1801-2400,,Taxi,B737 Undifferentiated or Other Model,,ZZZ.Airport
2185909,,,Taxi,B737 Undifferentiated or Other Model,,ZZZ.Airport
2187514,0601-1200,Daylight,Final Approach,Commercial Fixed Wing,,AUS.Airport
2187862,1201-1800,Daylight,Cruise,DJI Mini 4 Pro,10,ZZZ.Airport
2187961,1801-2400,Night,Final Approach,Commercial Fixed Wing,Cloudy; 10,BET.Airport
2188517,0601-1200,Dawn,Final Approach,Cessna Stationair/Turbo Stationair 6,25,ZZZ.Airport
2189562,1201-1800,,Initial Approach,EMB ERJ 145 ER/LR,,ZZZ.Airport
2190170,0001-0600,Night,Initial Approach,EMB ERJ 170/175 ER/LR,,ZZZ.Airport
2191451,1201-1800,Daylight,Landing,EMB ERJ 145 ER/LR,10,ZZZ.Airport
2191610,,,Taxi,Commercial Fixed Wing,,DEN.Airport
2191867,0601-1200,,Parked,A319,,ZZZ.Airport
2191928,0601-1200,,Takeoff / Launch,A319,,ZZZ.Airport
2192211,0601-1200,Daylight,,Kodiak 100,Fog; 2,ZZZ.Airport
2193914,1801-2400,Night,,DJI Air 3S,,ZZZ.Airport
2194683,1801-2400,Night,Final Approach,Regional Jet 550 ER/LR (CRJ550),,ZZZ.Airport
2194802,,,Taxi,Large Transport; Low Wing; 2 Turbojet Eng,,LAX.Airport
2195345,1801-2400,,Landing,EMB ERJ 170/175 ER/LR,,DCA.Airport
2196583,1801-2400,Night,Initial Approach,B757-200,,ZZZ.Airport
2196601,,,Initial Approach,Commercial Fixed Wing,,PGD.Airport
2196854,,,Parked,B737 Undifferentiated or Other Model,,ZZZ.Airport
2197269,1801-2400,,Taxi,Commercial Fixed Wing,,WSSS.Airport
2197603,,,Final Approach,Medium Large Transport; Low Wing; 2 Turbojet Eng,,DCA.Airport
2197664,0601-1200,,Taxi,A319,,ZZZ.Airport
2197978,0601-1200,,,Any Unknown or Unlisted Aircraft Manufacturer,,
2198702,1201-1800,,Initial Approach,Citation Longitude (C700),,ZZZ.TRACON
2199299,0601-1200,,Initial Climb,RV-10,,ZZZ.Airport
2199564,0001-0600,,Parked,B767-300 and 300 ER,,ZZZ.Airport
2200417,0601-1200,Night,Taxi,EMB-505 / Phenom 300,Wind,ZZZ.Airport
2202846,,,,No Aircraft,,PUC.Airport
2203185,,,Parked,Commercial Fixed Wing,,
2203221,,,Parked,Commercial Fixed Wing,,
2203482,,,Taxi,B737 Next Generation Undifferentiated,,ZZZ.Airport
2203982,0601-1200,,Landing,B737 Undifferentiated or Other Model,,ZZZ.Airport
2204112,,,,No Aircraft,,ORD.Airport
2205864,0601-1200,,Taxi,B737 Undifferentiated or Other Model,,ZZZ.Airport
2207997,1201-1800,,Takeoff / Launch,B777 Undifferentiated or Other Model,Rain,ZZZ.Airport
2208606,,,Taxi,Commercial Fixed Wing,Rain,SFO.Airport
2209419,,,Parked,Commercial Fixed Wing,,
2211140,0601-1200,Daylight,Final Approach,Small Aircraft; High Wing; 1 Eng; Fixed Gear,Cloudy; 6,CDN.Airport
2212964,,,Parked,Commercial Fixed Wing,,ZZZ.Airport
2213934,1801-2400,,Final Approach,Challenger 350,,ZZZ.Airport
2214242,1201-1800,,Final Approach,B787 Dreamliner Undifferentiated or Other Model,,ZZZ.Airport
2214399,,,Parked,Commercial Fixed Wing,,ZZZ.Airport
2214466,0601-1200,Daylight,Taxi,Light Transport,10,HNL.Airport
2214495,0601-1200,Daylight,Initial Approach,Citation II S2/Bravo (C550),10,ZZZ.Airport
2215882,0601-1200,,Parked,B777-200,,ZZZ.Airport
2216340,,,Parked,Commercial Fixed Wing,,ZZZ.Airport
2216883,,,Parked,Commercial Fixed Wing,,
2217569,0001-0600,,Initial Approach,Small Aircraft; High Wing; 1 Eng; Fixed Gear,Snow; Turbulence; Icing; 3,JER.Airport
2218902,1201-1800,Daylight,Landing,EMB ERJ 170/175 ER/LR,Turbulence; Windshear,ZZZ.Airport
2219049,1801-2400,Night,Climb,EMB ERJ 170/175 ER/LR,Icing; Turbulence,ZZZ.Airport
2219358,1201-1800,Daylight,Taxi,Medium Transport; Low Wing; 2 Turbojet Eng,,ORD.Airport
2219390,1801-2400,,Initial Approach,B747-400,,ZZZZ.Airport
2219753,0601-1200,Daylight,Parked,EMB ERJ 170/175 ER/LR,,ZZZ.Airport
2219784,1201-1800,,Parked,EMB ERJ 170/175 ER/LR,,ZZZ.Airport
2219833,,,Parked,Commercial Fixed Wing,,
2220139,,,Final Approach,B737 Undifferentiated or Other Model,,ZZZ.Airport
2220498,0601-1200,Daylight,Landing,Skyhawk 172/Cutlass 172,10,ZZZ.Airport
2220956,,,Taxi,Commercial Fixed Wing,,ZZZ.Airport
2222471,0001-0600,,Parked,B737 Undifferentiated or Other Model,,ZZZ.Airport
2222535,,,Taxi,Commercial Fixed Wing,,
2223018,1201-1800,Daylight,Taxi,EMB ERJ 170/175 ER/LR,,ZZZ.Airport
2224953,,,Parked,Commercial Fixed Wing,,
2225007,1801-2400,Night,Parked,B737-800,,ZZZ.Airport
2225898,1801-2400,,Parked,B737-800,,ZZZ.Airport
2226155,,,Parked,Commercial Fixed Wing,,
2227487,1801-2400,Night,Taxi,Commercial Fixed Wing,,CLE.Airport
2228217,1201-1800,,Parked,B767-300 and 300 ER,,ZZZ.Airport
2228422,,,Taxi,A321,,ZZZ.Airport
2228725,0601-1200,Dawn,Taxi,Small Transport,,HND.Airport
2228969,0001-0600,,Parked,B757-200,,ZZZ.Airport
2229082,1801-2400,,Parked,Widebody; Low Wing; 2 Turbojet Eng,,ZZZ.Airport
2229671,1201-1800,Daylight,Parked,Skylane 182/RG Turbo Skylane/RG,,ZZZ.Airport
2231374,1201-1800,,Landing,Citation Latitude (C680A),,ZZZ.Airport
2231766,0601-1200,,Parked,B767-300 and 300 ER,,ZZZ.Airport
2232305,1201-1800,,Landing,Regional Jet 700 ER/LR (CRJ700),,ZZZ.Airport
2232637,1801-2400,,Taxi,Medium Transport; Low Wing; 2 Turbojet Eng,,HOU.Airport
2233239,,,Parked,Commercial Fixed Wing,,
2233310,0601-1200,,Taxi,Commercial Fixed Wing,,LAX.Airport
2233325,0601-1200,Daylight,Taxi,Commercial Fixed Wing,,CLT.Airport
2233357,0601-1200,,Taxi,Medium Transport; Low Wing; 2 Turbojet Eng,,DAL.Airport
2233444,0601-1200,,,A319,,ZZZ.Airport
2234231,,,Parked,No Aircraft,,
2235230,1201-1800,,Parked,B767-300 and 300 ER,,ZZZ.Airport
2235423,,,,Any Unknown or Unlisted Aircraft Manufacturer,,E38.Airport
2236086,,,Parked,B737 Undifferentiated or Other Model,,
2236140,1201-1800,,Taxi,Commercial Fixed Wing,,MDST.Airport
2236599,1201-1800,,Parked,Airbus Industrie Undifferentiated or Other Model,,ZZZ.Airport
2237734,1201-1800,,Cruise,A321,,ZZZZ.Airport
2237828,1801-2400,,Parked,No Aircraft,,ZZZ.Airport
2239050,,,Cruise,Commercial Fixed Wing,,
2239524,,,,No Aircraft,,
2239752,0001-0600,,Landing,Beech F90,10,ZZZ.Airport
2240934,1201-1800,,Parked,B787 Dreamliner Undifferentiated or Other Model,,ZZZ.Airport
2241550,0601-1200,Daylight,Initial Climb,Small Aircraft,50,N15.Airport
2241706,,,Parked,Commercial Fixed Wing,,ZZZZ.Airport
2241731,,,Parked,Commercial Fixed Wing,,ZZZ.Airport
2241985,0001-0600,,Initial Climb,EC135,,ZZZ.ARTCC
2243055,1801-2400,Daylight,Initial Climb,Embraer Legacy 450/500,,ZZZ.Airport
2244144,1201-1800,,Landing,B747-400,,ZZZ.Airport
2244646,1801-2400,,Parked,B767-300 and 300 ER,,ZZZ.Airport
2245072,,,Parked,A320,,ZZZ.Airport
2245136,,,Parked,B767-300 and 300 ER,,
2245804,1201-1800,Daylight,Final Approach,Widebody; Low Wing; 2 Turbojet Eng,,EWR.Airport
2246412,1201-1800,Daylight,Landing,Skyhawk 172/Cutlass 172,Turbulence; Windshear; 10,ZZV.Airport
2246536,0601-1200,Daylight,Taxi,Small Aircraft; Low Wing; 1 Eng; Fixed Gear,,TIX.Airport
2246784,1801-2400,Night,Initial Approach,Medium Large Transport; Low Wing; 2 Turbojet Eng,,LGA.Airport
2247962,1801-2400,,Initial Approach,B737-800,,ZZZ.Airport
2248451,0601-1200,Daylight,Landing,Caravan 208B,10,ZZZ.Airport
2249229,1801-2400,,Initial Climb,EMB ERJ 170/175 ER/LR,,ZZZ.Airport
2250230,0001-0600,,Initial Approach,Widebody Transport,Wind,ZZZZ.Airport
2251202,1201-1800,,Landing,Regional Jet 200 ER/LR (CRJ200),Turbulence; 10,ZZZ.Airport
2251303,,,,Commercial Fixed Wing,,ZZZ.Airport
2251388,1201-1800,Daylight,Taxi,Small Aircraft; High Wing; 1 Eng; Fixed Gear,,DLH.Airport
2252478,,Daylight,Hovering (UAS),DJI Mavic Pro,5,
2252488,1201-1800,,Climb,Skyhawk 172/Cutlass 172,,ZZZ.ARTCC
2254670,0601-1200,,,B787-800,,
2254935,1201-1800,,Taxi,A320,,ZZZ.Airport
2255068,0601-1200,,Parked,B747-800 Advanced,,ZZZZ.Airport
2255822,0601-1200,,Parked,EMB ERJ 170/175 ER/LR,,ZZZ.Airport
2256027,,,,Commercial Fixed Wing,,SKRG.Airport
2257261,0601-1200,,Taxi,B787 Dreamliner Undifferentiated or Other Model,,ZZZZ.Airport
2257614,0601-1200,Daylight,Cruise; Hovering (UAS),DJI Mavic Air 2,Cloudy; 10,ZZZ.Airport
2258011,0601-1200,,Final Approach,Medium Transport; Low Wing; 2 Turbojet Eng,,RNO.Airport
2259299,1201-1800,Daylight,Landing,Skyhawk 172/Cutlass 172,,ZZZ.Airport
2259302,1201-1800,Daylight,Landing,Skyhawk 172/Cutlass 172,10,AVX.Airport
2259556,0601-1200,,Taxi,Regional Jet 900 (CRJ900),,ZZZZ.Airport
2259722,0601-1200,Daylight,Initial Climb,Any Unknown or Unlisted Aircraft Manufacturer,Fog; 8,JNU.Airport
2260374,,Night,Final Approach,Commercial Fixed Wing,Cloudy,PWM.Airport
2260551,1801-2400,,Final Approach,Regional Jet 900 (CRJ900),Rain,ZZZ.Airport
2262339,,,Taxi,Commercial Fixed Wing,,EINN.Airport
2264473,0601-1200,Daylight,Climb,Citationjet (C525/C526) - CJ I / II / III / IV,,ZZZ.Airport
2265201,0601-1200,Daylight,Climb,Cessna 150,Cloudy; 6,ZZZ.Airport
2266008,1201-1800,,Initial Approach,Commercial Fixed Wing,,CYYZ.Airport
2267688,1201-1800,,Landing,B767-300 and 300 ER,,ZZZ.Airport
2270315,,,Parked,Commercial Fixed Wing,,
2270361,1201-1800,,Taxi,B737-800,,
2270541,1801-2400,,Taxi,EMB ERJ 170/175 ER/LR,,ZZZ.Airport
2272244,,Dusk,Parked,B737 Undifferentiated or Other Model,,ZZZ.Airport
2272847,1801-2400,,Landing,EMB ERJ 170/175 ER/LR,,MIA.Airport
2273274,1201-1800,Daylight,Initial Approach,Small Aircraft,10,TUL.TRACON
2274299,1801-2400,Night,Initial Approach,A320,,ZZZ.Airport
2275299,1201-1800,Daylight,Initial Approach,Commercial Fixed Wing,,UNV.Airport
2275437,0601-1200,Daylight,Taxi,Small Aircraft; Low Wing; 1 Eng; Fixed Gear,7,AGC.Airport
2276601,1201-1800,Daylight,Takeoff / Launch,Light Transport; Low Wing; 2 Turbojet Eng,Windshear,ASE.Airport
2279485,,Daylight,Cruise,DJI Mavic 2 Pro,6,ZZZ.Airport
2280744,,,Taxi,Large Transport; Low Wing; 2 Turbojet Eng,,SAN.Airport
2283686,,Night,Parked,Commercial Fixed Wing,,ZZZ.Airport
1688963,0601-1200,Daylight,Cruise,Citationjet (C525/C526) - CJ I / II / III / IV,7,ZZZ.ARTCC
1689046,0001-0600,,Taxi,A320,,ZZZ.Airport
1689410,,Night,Takeoff / Launch; Taxi,A320,,
1689434,1201-1800,Daylight,Initial Approach,Regional Jet 900 (CRJ900),,CLT.Airport
1689469,0601-1200,,Initial Approach,A321,Turbulence,ZZZ.Airport
1689687,,,Parked,B737 Next Generation Undifferentiated,,ZZZ.Airport
1689922,1201-1800,Daylight,Landing,A-1 Husky,,ZZZ.Airport
1690405,0601-1200,,Takeoff / Launch,B737 Next Generation Undifferentiated,,DEN.Airport
1690408,,,Other Load Planning,B767-300 and 300 ER,,
1690592,1801-2400,,Parked,EMB ERJ 170/175 ER/LR,,LGA.Airport
1690791,0601-1200,,Parked,Heavy Transport,,ZZZ.Airport
1691637,1801-2400,Daylight,Cruise,MD-11,,
1691785,1801-2400,Night,Other Post Flight,Eurocopter AS 350/355/EC130 - Astar/Twinstar/Ecureuil,,MLE.Airport
1691887,0601-1200,,Cruise,B737-800,,MUFH.ARTCC
1691948,1801-2400,Night,Other Non-Flight,Regional Jet 700 ER/LR (CRJ700),,ZZZ.Airport
1692176,,,,No Aircraft,,
1692393,0601-1200,,Parked,A330,,ZZZZ.Airport
1692466,1201-1800,Night,Final Approach,A319,,ZZZ.Airport
1693104,1201-1800,Daylight,Initial Approach,A321,,SAN.Airport
1693324,,,Parked,B777 Undifferentiated or Other Model,,
1693803,1801-2400,Dusk,Cruise,Gulfstream III (G1159A),,ZME.ARTCC
1693897,0601-1200,Daylight,Parked,B767-300 and 300 ER,,ZZZ.Airport
1694220,0601-1200,,Parked,A320,,ZZZ.Airport
1694339,,,Parked,B787 Dreamliner Undifferentiated or Other Model,,
1695020,,,Parked,A321,,ZZZ.Airport
1695395,1201-1800,Daylight,Initial Climb,Medium Transport,20,SFO.Airport
1695619,0601-1200,,Taxi,EMB ERJ 190/195 ER/LR,,PHL.Airport
1695676,0601-1200,Daylight,Parked,Regional Jet 900 (CRJ900),,ZZZ.Airport
1695731,0601-1200,Daylight,,Commercial Fixed Wing,,ZZZ.Airport
1695950,1801-2400,Night,Takeoff / Launch,PA-30 Twin Comanche,,ZZZ.Airport
1696094,1201-1800,,Taxi,B737 Undifferentiated or Other Model,Icing; 3,DEN.Airport
1696184,0601-1200,,Taxi,B737 Undifferentiated or Other Model,,ZZZ.Airport
1696207,0601-1200,Daylight,Climb,Regional Jet 200 ER/LR (CRJ200),,LGA.Airport
1696236,1201-1800,Daylight,Descent; Parked,Regional Jet 900 (CRJ900),,ZZZ.Airport
1696340,1201-1800,,Parked,EMB ERJ 170/175 ER/LR,,
1696410,1201-1800,,Parked,B757 Undifferentiated or Other Model,,ZZZ.Airport
1697094,0601-1200,Daylight,Landing,PA-32 Cherokee Six/Lance/Saratoga/6X,20,
1697255,1801-2400,Night,Initial Approach,A321,,ZZZ.Tower
1697805,1201-1800,Dusk,Cruise,Cessna Stationair/Turbo Stationair 6,Fog; Rain; 8,ZZZ.Airport
1697928,,,Parked,B737 Undifferentiated or Other Model,,ZZZ.Airport
1697932,,,Cruise,B737 Undifferentiated or Other Model,,ZZZ.Airport
1697933,,,Other N/A,A320,,
1698020,,,Taxi,B737-900,,ZZZ.Airport
1698257,1801-2400,Night,Taxi,Commercial Fixed Wing,,DTW.Airport
1698735,0601-1200,,Cruise,A321,,
1699691,1801-2400,,Parked,B777-200,,ZZZ.Airport
1699838,0001-0600,Night,Takeoff / Launch,Regional Jet 700 ER/LR (CRJ700),,ZZZ.Airport
1700015,1201-1800,,Descent,B737 Undifferentiated or Other Model,,ZZZ.Airport
1700235,,,Parked,B777-200,,ZZZ.Airport
1700935,,,Parked,Commercial Fixed Wing,,ZZZ.Airport
1701398,1201-1800,,Parked,B737-800,,ZZZ.Airport
1701985,0001-0600,,Parked,B747-400,,ZZZ.Airport
1702354,,,Descent,A320,,ZZZ.Airport
1702592,,,Landing,PA-28R Cherokee Arrow All Series,,ZZZ.Airport
1702819,0001-0600,Dawn,Taxi,Commercial Fixed Wing,Icing,MSO.Airport
1702983,1201-1800,Daylight,Taxi,Cessna Citation Sovereign (C680),,ZZZ.Airport
1703388,0601-1200,Daylight,Landing,King Air C90 E90,,ZZZ.Airport
1703748,1801-2400,,Parked,Commercial Fixed Wing,,ZZZ.Airport
1704995,0601-1200,Daylight,Taxi,Small Aircraft,,OPF.Airport
1705027,1201-1800,Night,Taxi,Citationjet (C525/C526) - CJ I / II / III / IV,Windshear; 10,ZZZ.Airport
1705125,1201-1800,Daylight,Landing,B737 Undifferentiated or Other Model,Rain,DEN.Airport
1705320,1801-2400,,Climb,B737-800,,NCT.TRACON
1705401,0601-1200,Daylight,Cruise,Skyhawk 172/Cutlass 172,Icing; 10,SSF.Airport
1705713,,Daylight,Final Approach,Commercial Fixed Wing,,RIC.Airport
1706023,1201-1800,Daylight,Parked,Commercial Fixed Wing,,BWI.Airport
1706578,1201-1800,Daylight,Initial Approach,Bell Helicopter 407,Cloudy; Snow,ZZZ.ARTCC
1707074,0601-1200,,Descent,Medium Transport; Low Wing; 2 Turbojet Eng,,LGA.Airport
1707092,1201-1800,,Climb,A320,,ZZZ.Airport
1708190,,Daylight,Parked,Any Unknown or Unlisted Aircraft Manufacturer,,ZZZ.Airport
1708510,1201-1800,,Parked,Heavy Transport,,ZZZ.Airport
1709329,,,Parked,No Aircraft,,ZZZ.Airport
1709914,1201-1800,Night,Descent,EMB ERJ 170/175 ER/LR,Fog,ZZZ.Airport
1710722,0601-1200,,Taxi,Widebody Transport,,PAE.Airport
1711843,1801-2400,Night,Landing,EMB ERJ 135 ER/LR,,BUR.Tower
1711868,1201-1800,,Taxi,B767 Undifferentiated or Other Model,Rain,ZZZZ.Airport
1712274,0601-1200,Daylight,Final Approach,Cessna Aircraft Undifferentiated or Other Model,Rain; 1,ZZZ.Airport
1713005,1801-2400,,Final Approach,B737-800,,EWR.Airport
1713704,0601-1200,Dawn,Parked,Eurocopter AS 350/355/EC130 - Astar/Twinstar/Ecureuil,,ZZZ.Airport
1714013,1201-1800,,Parked,B737-800,,ZZZ.Airport
1714556,1201-1800,Daylight,Climb,EMB ERJ 170/175 ER/LR,,CZVR.ARTCC
1714881,1801-2400,Night,Parked,B737-800,,ZZZ.Airport
1715736,1201-1800,Daylight,Descent,Regional Jet 900 (CRJ900),,GSO.TRACON
1716108,1801-2400,,Takeoff / Launch,B737-800,,ZZZ.Airport
1716211,,,Parked,B777-200,,ZZZZ.Airport
1716651,1201-1800,Daylight,Taxi,B737-700,,ZZZ.Airport
1716730,,,Parked,B737 Undifferentiated or Other Model,,ZZZ.Airport
1716754,0001-0600,,Takeoff / Launch,EMB ERJ 140 ER/LR,,ZZZ.Airport
1716760,1201-1800,,,EMB ERJ 145 ER/LR,,ZZZ.Airport
1717088,,,Taxi,Commercial Fixed Wing,,
1717258,0601-1200,Daylight,Taxi,A320,,ZZZ.Airport
1718343,1201-1800,,Parked,B737-900,,ZZZ.Airport
1718845,0601-1200,Daylight,Taxi,Any Unknown or Unlisted Aircraft Manufacturer,10,HWD.Airport
1718854,0601-1200,Daylight,Landing,PA-31 Navajo/Chieftan/Mojave/T1040,10,ZZZ.Airport
1719497,,Daylight,Taxi,Any Unknown or Unlisted Aircraft Manufacturer,,HDN.Airport
1720715,1201-1800,,,Commercial Fixed Wing,,ZZZ.Airport
1720716,1201-1800,,Parked,Commercial Fixed Wing,,ZZZ.Airport
1721020,,,Parked,B737-800,,ZZZZ.Airport
1721802,,,Taxi,A320,,ZZZ.Airport
1721908,,,Parked,Commercial Fixed Wing,,ZZZ.Airport
1722159,0601-1200,,Parked,Commercial Fixed Wing,,ZZZ.Airport
1723392,1801-2400,,Climb,EMB ERJ 170/175 ER/LR,,ZSE.ARTCC
1724072,,,Parked,Commercial Fixed Wing,,ZZZ.Airport
1724990,,,Taxi,Large Transport; Low Wing; 2 Turbojet Eng,,SFO.Airport
1725813,0001-0600,Daylight,Parked,Heavy Transport,Icing; Turbulence,ZZZZ.Airport
1725933,1201-1800,,Parked,Widebody Transport,,ZZZ.Airport
1726381,1201-1800,Night,Final Approach,Citation Excel (C560XL),10,ZZZ.Tower
1726907,0601-1200,,Climb,Large Transport; Low Wing; 2 Turbojet Eng,,ORD.Airport
1727044,0601-1200,Daylight,Cruise,Skyhawk 172/Cutlass 172,Icing; 5,ZZZ.Airport
1728337,,Daylight,Takeoff / Launch,UAV - Unpiloted Aerial Vehicle,,DCA.Airport
